id;latitude;longitude;score;UGA
890004757;48,179719;3,33845;52;89SEN
890005002;48,200032;3,265215;129;89SEN
890005036;48,186926;3,247135;21;89SEN
890005085;48,286109;3,202771;48;89SEN
890005234;48,2166;3,278251;39;89SEN
890005432;48,213251;3,258611;34;89SEN
890005473;48,178937;3,094833;21;89SEN
890005523;48,179323;3,30583;190;89SEN
890005556;48,19596;3,28329;119;89SEN
890005572;48,191012;3,275038;34;89SEN
890005606;48,197292;3,282725;95;89SEN
890005655;48,198404;3,306823;188;89SEN
890005671;48,198035;3,282978;44;89SEN
890005705;48,191012;3,275038;95;89SEN
890005721;48,197213;3,281344;121;89SEN
890005770;48,194863;3,304671;67;89SEN
890005804;48,201082;3,292022;50;89SEN
890005853;48,247344;3,325911;87;89SEN
890005903;48,292847;3,400354;81;89SEN
890006133;48,130137;3,305631;175;89SEN
890006232;48,08196;3,295761;72;89SEN
890006257;48,081768;3,294396;41;89SEN
890006307;48,351633;3,133728;31;89SEN
890006422;48,120213;3,182624;45;89SEN
890006596;48,158536;3,260499;76;89SEN
510017742;49,01235;3,867751;30;51EPE
510017791;48,971466;4,00907;30;51EPE
510017825;49,051688;4,004585;183;51EPE
510017841;49,053266;4,005665;165;51EPE
510017981;49,077599;4,150542;43;51EPE
510018146;49,21974;3,994943;33;51EPE
510018492;49,100812;3,758064;119;51EPE
510018674;49,072228;3,88;166;51EPE
510018690;49,061682;3,965122;42;51EPE
510018765;49,042416;3,952788;87;51EPE
510018781;49,045068;3,954897;53;51EPE
510018815;49,035519;3,964236;184;51EPE
510018864;49,043936;3,953853;196;51EPE
510018880;49,043466;3,953398;85;51EPE
510018914;49,04639;3,95068;52;51EPE
510018930;49,038204;3,949361;33;51EPE
510018963;49,033971;3,956587;94;51EPE
510018997;49,036706;3,970138;131;51EPE
510019011;49,044893;3,953735;104;51EPE
510019045;49,045461;3,961629;32;51EPE
510019060;49,041495;3,953778;66;51EPE
510019342;49,009654;4,184702;100;51EPE
510019425;49,082382;3,760068;78;51EPE
510019631;49,218695;3,930606;103;51EPE
510019680;49,020456;3,939864;182;51EPE
510019847;49,226785;4,012024;196;51EPE
510020340;49,229271;4,009095;142;51EPE
510021025;49,235434;4,008187;139;51EPE
510021041;49,235434;4,008187;47;51EPE
510021413;49,165933;4,04147;129;51EPE
510022064;49,049577;4,118657;75;51EPE
510022130;49,159278;4,148806;200;51EPE
510022163;49,147231;4,162724;55;51EPE
510022213;49,182096;3,802726;131;51EPE
510022510;49,046974;3,964813;90;51EPE
600002166;49,649298;1,732836;140;76LTR
600003123;49,650437;1,73019;120;76LTR
760013151;49,770044;1,752152;45;76LTR
760013185;49,769137;1,752064;59;76LTR
760013516;49,932209;1,629012;141;76LTR
760013532;49,932666;1,628837;157;76LTR
760014373;50,015516;1,315425;117;76LTR
760015370;50,043837;1,419941;125;76LTR
760015404;50,047967;1,419061;117;76LTR
760015420;50,048172;1,419583;24;76LTR
760015453;50,050042;1,420181;120;76LTR
760015883;49,848591;1,568279;140;76LTR
760015966;49,653071;1,615338;198;76LTR
760022905;50,061015;1,371772;148;76LTR
760022954;50,061043;1,371708;28;76LTR
800005654;49,843574;1,780388;168;76LTR
800005795;50,016356;1,509365;63;76LTR
800007643;50,038805;1,519754;103;76LTR
800010464;49,984789;1,55882;108;76LTR
800010506;49,986095;1,556871;128;76LTR
800011777;49,774427;1,860155;107;76LTR
800011975;50,066898;1,385924;157;76LTR
800011991;50,059895;1,406269;149;76LTR
800013393;50,071597;1,540493;62;76LTR
370002834;47,205697;0,182441;67;37CHI
370002867;47,260713;0,466332;140;37CHI
370002883;47,267784;0,474333;174;37CHI
370003006;47,197813;0,184125;61;37CHI
370003071;47,281752;0,169009;134;37CHI
370003105;47,273238;0,167305;66;37CHI
370003436;47,255241;0,462925;79;37CHI
370003451;47,172961;0,251392;178;37CHI
370003485;47,166398;0,239668;50;37CHI
370003501;47,165748;0,245696;61;37CHI
370003535;47,149274;0,237018;174;37CHI
370003600;47,236878;0,127522;137;37CHI
370003782;47,403342;0,596562;116;37CHI
370003816;47,399834;0,635425;52;37CHI
370003832;47,402306;0,596534;102;37CHI
370004004;47,122123;0,428451;43;37CHI
370006181;47,39229;0,538318;95;37CHI
370006645;47,04869;0,554138;197;37CHI
370006843;47,28131;0,228735;160;37CHI
370007015;47,266094;0,352144;102;37CHI
370007031;47,138054;0,194096;138;37CHI
370007775;47,348202;0,547978;123;37CHI
370008559;47,404826;0,616503;126;37CHI
170010581;45,896373;-0,795681;127;17SAI
170010730;45,717831;-0,556276;107;17SAI
170011324;45,763505;-0,58604;85;17SAI
170011431;45,71412;-0,613301;24;17SAI
170012512;45,57978;-0,547347;50;17SAI
170012561;45,574419;-0,557298;64;17SAI
170012835;45,829411;-0,870352;150;17SAI
170014443;45,874815;-0,962937;150;17SAI
170014674;45,766008;-0,709042;65;17SAI
170014765;45,847492;-0,533101;144;17SAI
170015176;45,820496;-0,783127;198;17SAI
170015275;45,876049;-0,678597;178;17SAI
170015390;45,732417;-0,643291;81;17SAI
170015424;45,745219;-0,61278;151;17SAI
170015457;45,746408;-0,621205;58;17SAI
170015473;45,74838;-0,660313;186;17SAI
170015507;45,745034;-0,632318;108;17SAI
170015523;45,74716;-0,631485;177;17SAI
170015556;45,739804;-0,603279;107;17SAI
170015572;45,736334;-0,648932;32;17SAI
170015606;45,751899;-0,650308;194;17SAI
170015622;45,746719;-0,633571;50;17SAI
170015655;45,746426;-0,618726;106;17SAI
170015671;45,747153;-0,63411;44;17SAI
170015887;45,837175;-0,639367;70;17SAI
170015937;45,965245;-0,710844;76;17SAI
170016257;45,741428;-0,623498;64;17SAI
790012827;46,868073;-0,794989;58;85LHE
850014572;46,77595;-1,426444;154;85LHE
850014655;46,886847;-1,321712;23;85LHE
850014879;46,829263;-1,273214;62;85LHE
850014887;46,891201;-1,250518;107;85LHE
850014952;46,883239;-0,899928;34;85LHE
850014978;46,786;-1,246;198;85LHE
850014986;46,786;-1,246;129;85LHE
850015017;46,830275;-0,87374;40;85LHE
850015157;46,9074;-1,377486;192;85LHE
850015165;46,879274;-1,012319;62;85LHE
850015173;46,861573;-1,01228;186;85LHE
850015306;46,843325;-1,493994;158;85LHE
850015413;46,716167;-1,452569;36;85LHE
850015561;46,768168;-1,501351;92;85LHE
850015579;46,766742;-1,506047;67;85LHE
850015926;46,824268;-1,355896;139;85LHE
850015959;46,855739;-1,169974;193;85LHE
850016106;46,959087;-0,891534;61;85LHE
850016122;46,721089;-1,181088;138;85LHE
850016312;46,872067;-1,015212;90;85LHE
850016320;46,870818;-1,011373;171;85LHE
850016338;46,873185;-1,02795;33;85LHE
850016411;46,786;-1,246;116;85LHE
850016437;46,744266;-1,113085;99;85LHE
850021718;46,857231;-1,0144;103;85LHE
260001888;44,802893;4,976514;39;26ROM
260003561;44,865953;4,940114;169;26ROM
260003595;44,857568;4,905609;74;26ROM
260003645;44,965712;5,078341;99;26ROM
260003694;45,034152;5,053216;122;26ROM
260003710;45,030742;5,064974;89;26ROM
260003744;45,038704;5,047525;177;26ROM
260003777;45,040991;5,048754;104;26ROM
260004015;44,899447;5,019111;68;26ROM
260004031;44,902074;5,010169;115;26ROM
260004064;44,967172;5,416893;158;26ROM
260004114;45,01515;4,938375;73;26ROM
260004213;45,007071;5,090288;75;26ROM
260005764;44,838095;4,892465;156;26ROM
260006374;44,900891;4,957022;140;26ROM
260007026;44,935437;5,025408;169;26ROM
260008313;44,833749;4,974414;130;26ROM
260011721;45,018112;5,293028;98;26ROM
260012075;45,015386;5,291633;40;26ROM
260012133;45,030218;5,329876;54;26ROM
260012232;44,970579;4,954879;60;26ROM
260012521;45,060133;5,247764;85;26ROM
260016050;44,975911;5,02757;99;26ROM
380008821;45,062553;5,340321;157;26ROM
800003386;50,107499;1,850692;173;80ABB
800003402;50,107392;1,835536;179;80ABB
800003436;50,104621;1,830079;78;80ABB
800003451;50,099903;1,858688;35;80ABB
800003485;50,110323;1,811372;100;80ABB
800003501;50,108511;1,838597;183;80ABB
800003535;50,10279;1,847574;62;80ABB
800003550;50,105249;1,834204;163;80ABB
800003584;50,114881;1,824638;185;80ABB
800003600;50,106591;1,83275;106;80ABB
800003634;50,105112;1,834855;166;80ABB
800003766;50,077934;1,997553;114;80ABB
800007387;50,256717;1,874227;170;80ABB
800007403;50,218534;1,625487;113;80ABB
800009813;50,014823;2,080608;155;80ABB
800009862;50,013035;2,082189;110;80ABB
800009904;50,339514;1,557499;107;80ABB
800010522;49,992164;1,873875;191;80ABB
800011793;50,011873;1,991943;197;80ABB
800011942;50,086127;1,815586;137;80ABB
800012262;50,211931;1,780558;116;80ABB
800012544;50,053879;1,903064;31;80ABB
800012874;50,27148;1,671539;194;80ABB
800012890;50,271615;1,673955;144;80ABB
800012924;50,188609;1,778184;79;80ABB
800013013;50,133639;1,946606;135;80ABB
800013344;50,315845;1,750797;176;80ABB
140009218;49,131142;0,257675;160;14LIS
140010075;49,04038;0,253709;165;14LIS
140010349;49,144681;0,222731;121;14LIS
140010356;49,145699;0,227126;102;14LIS
140010364;49,143743;0,2547;99;14LIS
140010372;49,145821;0,225011;74;14LIS
140010380;49,1497;0,224613;122;14LIS
140010398;49,14571;0,225799;45;14LIS
140010406;49,143908;0,226565;97;14LIS
140010414;49,140837;0,227001;145;14LIS
140010422;49,143736;0,22027;104;14LIS
140010430;49,145992;0,22673;106;14LIS
140010448;49,142336;0,240752;162;14LIS
140010471;49,005342;0,149649;160;14LIS
140010539;49,073864;-0,06944;35;14LIS
140010547;49,07305;-0,073521;137;14LIS
140010612;49,194833;0,357353;21;14LIS
140010646;49,020729;0,407368;194;14LIS
140010760;49,069941;0,088356;153;14LIS
140010786;49,112568;0,219089;67;14LIS
140025610;49,022781;0,40603;132;14LIS
610786857;48,92756;0,198446;179;14LIS
610786915;48,894144;0,338493;188;14LIS
610786956;48,928016;0,196686;119;14LIS
280003153;48,609227;1,677451;107;78RAM
280003187;48,608164;1,680259;74;78RAM
280003252;48,524715;1,687902;48;78RAM
280003286;48,519029;1,708592;23;78RAM
280003302;48,602156;1,645204;41;78RAM
280003401;48,516127;1,564229;118;78RAM
280003757;48,587845;1,576939;165;78RAM
280003773;48,587341;1,578117;197;78RAM
280004151;48,590665;1,567903;43;78RAM
280004300;48,54731;1,583966;105;78RAM
780004594;48,515323;1,835702;84;78RAM
780005013;48,701669;1,884552;74;78RAM
780005245;48,617421;2,028885;156;78RAM
780007696;48,716799;1,892311;193;78RAM
780007712;48,720382;1,892218;60;78RAM
780011847;48,69378;1,853863;56;78RAM
780011862;48,684599;1,845356;125;78RAM
780012597;48,642496;1,834091;147;78RAM
780012613;48,626;1,828471;138;78RAM
780012696;48,643267;1,825887;82;78RAM
780012712;48,645059;1,82151;187;78RAM
780012746;48,651121;1,818057;66;78RAM
780012761;48,64359;1,839833;195;78RAM
780012795;48,642587;1,828725;174;78RAM
780012860;48,578079;1,937844;196;78RAM
780012894;48,571341;1,938564;163;78RAM
780013447;48,72078;1,766658;143;78RAM
910005123;48,594209;2,063985;68;78RAM
910008770;48,62854;2,098444;139;78RAM
910009554;48,645969;2,076718;45;78RAM
910009570;48,645684;2,076255;186;78RAM
300002979;44,108254;4,586659;151;30BAG
300004710;43,960958;4,733529;119;30BAG
300004744;44,052599;4,778033;172;30BAG
300005212;43,89374;4,686503;32;30BAG
300005295;44,163049;4,62271;195;30BAG
300005345;44,162212;4,61954;27;30BAG
300005360;44,159612;4,613198;187;30BAG
300005394;44,15547;4,606859;99;30BAG
300005410;44,160392;4,621988;87;30BAG
300005444;44,157543;4,623318;42;30BAG
300005980;44,114059;4,522842;196;30BAG
300006095;44,087745;4,594743;83;30BAG
300006277;44,216381;4,471828;64;30BAG
300006327;44,093685;4,702823;59;30BAG
300006491;44,105311;4,658597;194;30BAG
300008463;44,259292;4,646994;69;30BAG
300008497;44,247967;4,644941;50;30BAG
300008513;44,256362;4,647477;28;30BAG
300008547;44,254633;4,646556;160;30BAG
300008596;43,999569;4,778597;73;30BAG
300008760;43,976158;4,683791;187;30BAG
300008810;44,04209;4,770643;196;30BAG
300008927;44,024967;4,798015;65;30BAG
300009552;44,058252;4,71102;23;30BAG
300009636;44,199851;4,625904;140;30BAG
300009651;44,258641;4,595855;22;30BAG
300009735;44,04257;4,440526;106;30BAG
300009750;44,061504;4,640213;102;30BAG
300009800;44,010739;4,706356;134;30BAG
300011053;44,151705;4,681621;193;30BAG
300013869;44,150831;4,361826;90;30BAG
870010295;45,797338;1,144929;28;87ROC
870010311;45,795958;1,13203;35;87ROC
870010642;45,608575;1,026933;176;87ROC
870010725;45,651986;0,981101;188;87ROC
870010840;45,834379;1,010035;197;87ROC
870011061;45,705744;0,85118;190;87ROC
870011145;45,624819;0,91385;110;87ROC
870011277;45,705046;1,090314;51;87ROC
870011293;45,811335;1,218202;198;87ROC
870011327;45,806206;1,228912;126;87ROC
870011343;45,804354;1,223895;133;87ROC
870011392;45,583233;1,115673;108;87ROC
870013380;45,732286;0,86457;51;87ROC
870013661;45,823983;0,820786;183;87ROC
870013745;45,87001;0,824488;48;87ROC
870013760;45,905204;0,960814;59;87ROC
870013844;45,890168;0,902817;164;87ROC
870013877;45,886077;0,902051;60;87ROC
870013893;45,887529;0,901336;195;87ROC
870013927;45,887361;0,898323;138;87ROC
870013943;45,888593;0,901989;126;87ROC
870013992;45,768693;0,96215;178;87ROC
870014081;45,704235;0,757792;165;87ROC
870014230;45,877729;1,013239;93;87ROC
870014362;45,767881;1,080733;61;87ROC
870014446;45,850162;1,132992;143;87ROC
140009085;49,126998;-0,164933;197;14FAL
140009317;49,16776;-0,41018;61;14FAL
140009739;49,178984;-0,402464;178;14FAL
140009796;48,986045;-0,378181;22;14FAL
140010034;48,906943;-0,208249;190;14FAL
140010042;48,895875;-0,198951;85;14FAL
140010059;48,892311;-0,189692;74;14FAL
140010067;48,89759;-0,198405;139;14FAL
140010091;49,092198;-0,355223;188;14FAL
140010489;49,156716;-0,399737;72;14FAL
140010513;49,102526;-0,374206;125;14FAL
140010596;48,925171;-0,074543;132;14FAL
140010604;49,116085;-0,163228;199;14FAL
140010729;48,969622;-0,241941;79;14FAL
140010778;49,114886;-0,3745;41;14FAL
140010802;49,0191;-0,032548;89;14FAL
140010877;48,986278;-0,476871;88;14FAL
140010885;48,985799;-0,478508;154;14FAL
140011131;49,019664;-0,031885;169;14FAL
140011149;49,056656;-0,215092;33;14FAL
140013871;49,035213;-0,417825;186;14FAL
140019464;49,045003;-0,326562;22;14FAL
560015745;47,874629;-3,016882;32;56PLU
560015760;47,877144;-3,01972;77;56PLU
560015794;47,875341;-3,019845;167;56PLU
560015844;47,880118;-2,772588;151;56PLU
560015893;47,680614;-2,995573;27;56PLU
560015927;47,72117;-2,999917;36;56PLU
560016024;47,849334;-3,001864;169;56PLU
560016214;47,893364;-3,016485;80;56PLU
560016297;47,818127;-2,811538;165;56PLU
560016743;47,757716;-2,842895;32;56PLU
560017964;47,891181;-2,834516;73;56PLU
560017980;47,887167;-2,836549;142;56PLU
560018012;47,875539;-2,825465;36;56PLU
560019077;47,742617;-2,680847;156;56PLU
560019093;47,919416;-2,82517;155;56PLU
560019424;47,778841;-2,693074;173;56PLU
560019960;47,837254;-2,639191;120;56PLU
560020042;47,740601;-2,91653;95;56PLU
560020075;47,669845;-2,963874;37;56PLU
560020091;47,77269;-3,004389;192;56PLU
560020125;47,779151;-3,010137;114;56PLU
560021040;47,844973;-2,72247;148;56PLU
560022063;47,703595;-2,954849;87;56PLU
560026205;47,861925;-2,887163;177;56PLU
270019474;48,898244;1,4061;124;28DRE
270020092;48,86437;1,421059;74;28DRE
270020530;48,883824;1,460332;45;28DRE
270020845;48,825439;1,345725;30;28DRE
270021041;48,771258;1,198765;126;28DRE
280001447;48,860575;1,45406;77;28DRE
280001462;48,857722;1,438075;69;28DRE
280001827;48,797055;1,494598;168;28DRE
280002635;48,747264;1,421548;153;28DRE
280002866;48,729888;1,383268;29;28DRE
280002882;48,734984;1,366996;146;28DRE
280002916;48,751533;1,343201;149;28DRE
280002932;48,744812;1,355164;166;28DRE
280002957;48,738084;1,390137;193;28DRE
280002973;48,737189;1,348506;28;28DRE
280003005;48,725854;1,373018;66;28DRE
280003054;48,736987;1,3653;82;28DRE
280003104;48,734083;1,366952;185;28DRE
280003922;48,648011;1,535049;111;28DRE
280004250;48,764647;1,198025;65;28DRE
280004284;48,768918;1,195568;135;28DRE
280004367;48,760722;1,239724;161;28DRE
280004623;48,676947;1,328588;23;28DRE
280004656;48,720001;1,365856;91;28DRE
280004672;48,715798;1,364188;191;28DRE
280004722;48,73012;1,339336;72;28DRE
280004755;48,67355;1,461589;158;28DRE
780008041;48,773263;1,673823;155;28DRE
780008363;48,789244;1,601302;37;28DRE
780008397;48,790549;1,601283;141;28DRE
070001722;44,554586;4,597225;164;07BOU
070002233;44,371768;4,644584;106;07BOU
070002266;44,378965;4,642525;68;07BOU
070002373;44,708095;4,657501;52;07BOU
070002456;44,657056;4,763156;181;07BOU
070002936;44,569874;4,458895;105;07BOU
070003033;44,751923;4,748086;46;07BOU
070003223;44,587642;4,703909;151;07BOU
070003306;44,454403;4,344015;153;07BOU
070003322;44,45317;4,341895;156;07BOU
070003454;44,753662;4,696413;90;07BOU
070003470;44,307491;4,60927;63;07BOU
070003504;44,326937;4,61723;76;07BOU
070003751;44,539721;4,685474;38;07BOU
070003785;44,545089;4,678348;100;07BOU
070003835;44,544686;4,681509;195;07BOU
070004007;44,406569;4,390685;163;07BOU
070004205;44,571489;4,511638;143;07BOU
070004254;44,484612;4,684533;195;07BOU
070004270;44,553797;4,404976;111;07BOU
070004841;44,435936;4,624706;46;07BOU
010002384;45,99592;4,903809;43;01TRE
010002467;45,993227;4,821132;22;01TRE
010003366;45,996942;5,171256;147;01TRE
010003432;46,121319;4,954317;151;01TRE
010004257;45,909331;4,817528;117;01TRE
010004687;46,165073;5,002964;24;01TRE
010005221;46,002156;5,288001;25;01TRE
010005270;45,934991;4,823499;74;01TRE
010005304;45,927784;4,951808;194;01TRE
010005403;46,179353;4,816838;118;01TRE
010005650;46,096813;5,125617;52;01TRE
010005734;46,072835;4,898589;94;01TRE
010005916;46,174014;4,805498;156;01TRE
010005973;45,935317;4,789979;56;01TRE
010006005;45,939966;4,780644;151;01TRE
010006054;46,002235;5,031558;130;01TRE
010006070;46,000506;5,029615;74;01TRE
010008035;45,895765;4,929859;89;01TRE
010008266;45,973853;4,812219;165;01TRE
420002289;45,503955;4,250163;173;42MON
420002792;45,527974;4,269394;31;42MON
420002826;45,524394;4,256596;153;42MON
420002842;45,542081;4,266586;50;42MON
420003014;45,521595;4,217825;140;42MON
420003345;45,645119;4,050481;112;42MON
420004541;45,611245;4,055539;183;42MON
420004574;45,606268;4,067124;87;42MON
420004624;45,606361;4,065948;116;42MON
420004640;45,592226;4,072512;189;42MON
420004665;45,606751;4,064639;145;42MON
420006231;45,423143;4,065267;153;42MON
420006660;45,537863;4,236788;66;42MON
420009094;45,49703;4,170184;95;42MON
420009342;45,501503;4,257541;74;42MON
420009375;45,50285;4,260773;142;42MON
420009391;45,505272;4,261824;179;42MON
420009425;45,500118;4,240013;147;42MON
420009441;45,554719;4,122356;144;42MON
420009490;45,606318;4,078359;49;42MON
420009524;45,50873;4,040275;43;42MON
420009581;45,540147;4,182318;23;42MON
420009615;45,539183;4,184211;160;42MON
420011595;45,605003;4,066843;182;42MON
010002533;46,312042;4,940244;192;71MAC
010003671;46,330938;4,886292;128;71MAC
010003853;46,254661;4,851411;101;71MAC
010004216;46,35968;4,907409;122;71MAC
010005106;46,432296;4,937473;165;71MAC
010005155;46,429773;4,938288;25;71MAC
010005171;46,263096;4,888319;73;71MAC
010005254;46,298743;4,882795;99;71MAC
010005551;46,308192;4,842935;180;71MAC
690010566;46,23581;4,709825;72;71MAC
710002460;46,432022;4,760867;55;71MAC
710003526;46,209845;4,759064;132;71MAC
710003542;46,308508;4,809438;53;71MAC
710003575;46,309867;4,812149;122;71MAC
710003963;46,249807;4,786626;198;71MAC
710003997;46,241125;4,78714;110;71MAC
710004714;46,445394;4,87637;114;71MAC
710005042;46,347335;4,792588;156;71MAC
710005265;46,473048;4,812097;154;71MAC
710005315;46,29032;4,812509;94;71MAC
710005331;46,319416;4,830532;88;71MAC
710005364;46,306504;4,828621;41;71MAC
710005380;46,306274;4,830033;174;71MAC
710005414;46,304824;4,828212;193;71MAC
710005430;46,327543;4,827028;65;71MAC
710005463;46,304019;4,833079;116;71MAC
710005497;46,316963;4,837299;157;71MAC
710005562;46,320788;4,816483;66;71MAC
710005612;46,309926;4,83542;129;71MAC
710005646;46,299988;4,826428;96;71MAC
710005661;46,302449;4,830298;137;71MAC
710005695;46,326299;4,839867;107;71MAC
710006693;46,326624;4,742778;173;71MAC
710006727;46,341757;4,723927;173;71MAC
710006743;46,192344;4,74063;155;71MAC
710007113;46,381782;4,851029;128;71MAC
710007410;46,341277;4,827312;64;71MAC
710007774;46,307146;4,602255;115;71MAC
120002431;44,089048;2,440832;142;81ALB
810002162;43,888081;2,461201;76;81ALB
810002246;43,925504;2,144592;39;81ALB
810002261;43,934832;2,14651;102;81ALB
810002295;43,92311;2,147447;143;81ALB
810002311;43,91306;2,213598;170;81ALB
810002360;43,922608;2,14207;107;81ALB
810002394;43,927533;2,14745;117;81ALB
810002410;43,926005;2,148614;133;81ALB
810002444;43,924965;2,150957;167;81ALB
810002493;43,926014;2,137164;167;81ALB
810002527;43,919384;2,165407;65;81ALB
810002543;43,9182;2,147977;185;81ALB
810002576;43,926155;2,153052;137;81ALB
810002592;43,936014;2,167552;99;81ALB
810002626;43,942698;2,154685;108;81ALB
810002675;43,91358;2,137988;125;81ALB
810002691;43,940921;2,138809;64;81ALB
810002725;43,936917;2,182736;188;81ALB
810002741;43,939162;2,147934;196;81ALB
810002774;43,930866;2,163278;44;81ALB
810002790;43,920024;2,139091;83;81ALB
810002824;43,927566;2,14824;172;81ALB
810002840;43,954205;2,208608;200;81ALB
810005934;43,951783;2,169962;29;81ALB
810006007;43,916532;2,033233;54;81ALB
810006122;43,898079;1,991847;152;81ALB
810006502;43,892599;2,162492;29;81ALB
810006783;43,946939;2,209955;59;81ALB
810006817;43,948632;2,210562;173;81ALB
810007005;43,916616;2,113642;165;81ALB
810007104;43,834155;2,339765;141;81ALB
810007187;44,012042;2,232994;49;81ALB
810007203;44,020069;2,405585;54;81ALB
810007302;43,89716;2,329303;27;81ALB
290010610;47,871938;-3,555684;107;29CON
290011105;47,901127;-3,440976;38;29CON
290011212;47,900262;-3,521698;123;29CON
290011220;47,818738;-3,791521;82;29CON
290011295;47,961388;-3,830419;25;29CON
290011428;47,959518;-3,828692;75;29CON
290011535;47,873672;-3,918434;191;29CON
290012046;47,873087;-3,552442;35;29CON
290012061;47,870458;-3,907239;88;29CON
290012079;47,932272;-3,697361;139;29CON
290012137;47,870388;-3,5441;72;29CON
290012152;47,878094;-3,546646;121;29CON
290012202;48,027405;-3,70192;195;29CON
290012236;47,817398;-3,613804;148;29CON
290012244;47,782497;-3,68229;126;29CON
290012327;47,869156;-3,896315;151;29CON
290012509;47,844788;-3,694154;146;29CON
290012525;47,814404;-3,627534;163;29CON
290012541;47,874856;-3,917778;144;29CON
290012558;47,855093;-3,85101;160;29CON
290012566;47,807341;-3,838774;173;29CON
290012582;47,856416;-3,747837;164;29CON
290012608;47,849716;-3,465877;72;29CON
290012616;47,878506;-3,91951;74;29CON
290012699;47,872118;-3,9192;137;29CON
290012830;47,959238;-3,537176;26;29CON
290012848;47,862221;-3,888119;85;29CON
290012996;47,897096;-3,576195;167;29CON
290013028;47,879918;-3,554266;31;29CON
290013325;47,89358;-3,915212;21;29CON
290013465;47,795714;-3,585451;77;29CON
290013531;47,871682;-3,548352;125;29CON
290013721;47,906415;-3,835482;147;29CON
290014083;47,867636;-3,575398;73;29CON
290020213;47,854615;-3,852815;75;29CON
290024322;47,870961;-3,920175;132;29CON
560017063;48,047763;-3,64456;185;29CON
490532785;47,20303;-0,984364;114;49CHO
490532793;47,204105;-0,975945;28;49CHO
490532801;47,180134;-1,110268;190;49CHO
490533312;47,281114;-1,122946;115;49CHO
490533338;47,1807;-1,103236;132;49CHO
490533353;47,195511;-0,867501;192;49CHO
490533486;47,13447;-0,89303;193;49CHO
490533494;47,14127;-0,894563;161;49CHO
490533551;47,097198;-1,125354;74;49CHO
490533601;47,261563;-1,046242;149;49CHO
490533692;47,203865;-0,982956;52;49CHO
490533817;47,097963;-1,081257;40;49CHO
490533924;47,13785;-1,208479;30;49CHO
490533965;47,091797;-0,910442;87;49CHO
490533973;47,097599;-1,079633;102;49CHO
490533999;47,26602;-1,028156;198;49CHO
490534187;47,062757;-0,940911;158;49CHO
490534377;47,153262;-1,056672;25;49CHO
490534567;47,067279;-0,886321;104;49CHO
490534575;47,062251;-0,879537;30;49CHO
490534583;47,036408;-0,875399;84;49CHO
490534591;47,049615;-0,897576;30;49CHO
490534617;47,056041;-0,872426;42;49CHO
490534633;47,050261;-0,868933;50;49CHO
490534641;47,054753;-0,880283;113;49CHO
490534658;47,051257;-0,886602;185;49CHO
490534674;47,065037;-0,870556;47;49CHO
490534682;47,062036;-0,894949;21;49CHO
490534690;47,056352;-0,868693;152;49CHO
490534716;47,061649;-0,876832;183;49CHO
490536240;47,286083;-0,985703;71;49CHO
490536307;47,051865;-0,850098;187;49CHO
490536430;47,344411;-1,156655;109;49CHO
490536448;47,143495;-1,163975;174;49CHO
490536463;47,048407;-0,882996;48;49CHO
490537354;47,075266;-0,844444;170;49CHO
490537362;47,061635;-0,87455;50;49CHO
490537545;47,339845;-1,169052;174;49CHO
490537552;47,059773;-1,013195;36;49CHO
490537560;47,144435;-1,16728;144;49CHO
490537651;47,028279;-0,94481;99;49CHO
490540648;47,139557;-0,937009;157;49CHO
890003254;47,880959;3,527247;126;89JOI
890003932;47,992818;3,618439;116;89JOI
890004005;47,992455;3,341112;64;89JOI
890004252;47,955009;3,53223;194;89JOI
890004484;47,864284;3,559871;101;89JOI
890004500;47,900958;3,627962;129;89JOI
890004567;47,981457;3,397325;35;89JOI
890004583;47,980815;3,41375;123;89JOI
890004617;47,982026;3,395929;101;89JOI
890004666;47,979737;3,394965;75;89JOI
890004773;47,966326;3,515576;42;89JOI
890004823;47,963326;3,513042;134;89JOI
890004872;47,85169;3,579111;152;89JOI
890004906;47,846958;3,580207;62;89JOI
890005283;48,001183;3,720798;91;89JOI
890005317;48,001781;3,728636;38;89JOI
890005416;48,031624;3,296186;171;89JOI
890005507;47,905408;3,600623;99;89JOI
600002901;49,662655;1,948555;42;80LON
600003602;49,645955;1,848409;111;80LON
600005086;49,664379;1,939568;168;80LON
800004236;49,756944;2,361498;62;80LON
800006876;49,844562;2,38326;36;80LON
800006892;49,848091;2,392967;23;80LON
800007304;49,740625;2,15142;176;80LON
800009201;49,859164;2,274755;97;80LON
800011827;49,869251;2,360858;21;80LON
800011843;49,870872;2,356819;48;80LON
800012494;49,815393;2,218986;137;80LON
800012510;49,774632;1,982667;103;80LON
800012627;49,825251;2,090853;106;80LON
800012940;49,823528;2,318058;71;80LON
800013047;49,790466;2,257692;148;80LON
800013146;49,857249;2,237292;152;80LON
800013161;49,869559;2,241351;149;80LON
800013195;49,870846;2,258809;192;80LON
800014664;49,775356;1,981994;101;80LON
420002925;46,165256;4,346155;58;69BEL
420003360;46,159898;4,173141;82;69BEL
420003394;46,157207;4,167703;112;69BEL
420003410;46,158284;4,173639;75;69BEL
420006694;46,178212;4,211705;154;69BEL
690007885;46,15518;4,585918;115;69BEL
690007901;46,107844;4,740304;197;69BEL
690007935;46,108673;4,750344;48;69BEL
690007950;46,106078;4,753279;173;69BEL
